_id,projeto_registro,projeto_titulo,coordenador,nome_campus,desc_area_cnpq,palavras_chave,resumo,modalidade,grupos_pesquisa,projeto_pai_registro,data_atualizacao
7a5dbb0d-5b92-4074-904d-94d08613a4a0,PES-2019-0048,A formação de professores de Ciências da Natureza: desafios e possibilidades,SINARA MUNCHEN,Erechim,CIÊNCIAS HUMANAS,Ciências da Natureza; Ensino; Formação de Professores; Licenciatura; Práticas Pedagógicas,"Este projeto tem como objetivo investigar questões que perpassam a formação de professores de Ciências da Natureza. Ao considerar a necessidade de conhecimento científico da sociedade contemporânea e as dificuldades de inserção de discussões que ressaltem as inter-relações entre ciência, tecnologia e sociedade nos processos educacionais, garantir que problemáticas que envolvam questões científico-tecnológicas façam parte, ou ainda sejam o eixo central no ensino de ciências envolve diversos fatores, dos quais se destaca o potencial do espaço de formação de professores. Aspectos como a interdisciplinaridade e a formação por área do conhecimento são questões centrais nessas licenciaturas, que se constituem enquanto espaço formativo, e, portanto, necessitam de aprofundamento e análise de suas propostas e práticas. A abordagem da pesquisa será predominantemente qualitativa, desenvolvida com instrumentos de pesquisa como análise bibliográfica e documental, questionários, entrevistas e grupo focal. A análise, baseada nos materiais textuais obtidos com os instrumentos de pesquisa, será orientada pela metodologia de Análise de Conteúdo. Com esse projeto pretende-se aprofundar o entendimento acerca da formação de professores na área de Ciências da Natureza, e, contribuir na qualificação dos processos formativos.",Guarda-chuva: Projeto Interno,"Grupo de Investigações em Ciência, Educação e Tecnologia (GICET)",,2022-01-20
361e9ef0-6952-41ee-b40e-d4054f981b80,PES-2021-0581,"Biotecnologia aplicada à saúde animal: Biomarcardores inflamatórios, variabilidade da frequência cardíaca e índices cardiovagal e cardiosimpático (CSI) como ferramentas diagnósticas para predição de mastite bovina.",MAIARA GARCIA BLAGITZ AZEVEDO,Realeza,CIÊNCIAS AGRÁRIAS,Bovinocultura leiteira; Mastite; Perfil inflamatório; Sustentabilidade; Variabilidade de freq. cardíaca,"A hipótese baseia-se na existência de uma correlação de proteínas de fase aguda (PFA) e catelicidinas e a relação dos biomarcadores inflamatórios com a regulação autonômica nos animais avaliados. A PFA e as catelicidinas interagem fisiológica e patologicamente com impacto na eficiência das atuais ações de gestão da mastite bovina, seu perfil microbiológico, imunológico e de resiliência mamária. A mastite é um gargalo sanitário, com consequentes efeitos diretos na produção e qualidade do leite. Atualmente muito se investe acerca de patógenos e tratamentos antimicrobianos, progressivamente insustentáveis. Em alguns países, o emprego de antimicrobianos já é legalmente controlado, assim como as exigências de bem-estar animal e boas práticas de produção motivam a quebra de paradigmas sobre a saúde mamária. Outros estudos tiveram o mesmo objetivo, mas os resultados ainda são inconclusivos e/ou não representativos. A presente proposta visa avaliar proteínas de fase aguda e catelicidinas em cultivo de células epiteliais mamárias, desafiadas por diferentes microrganismos causadores da mastite (Escherichia coli, Staphylococcus aureus, Staphylococcus não-aureus e Streptococcus agalactiae) in vitro. Posterior a este primeiro ensaio será realizado o experimento in vivo, onde, uma fazenda comercial será acompanhada para coleta e avaliação de leite bovino de 60 animais, em diferentes momentos, a fim de correlacionar diferentes perfis inflamatórios com a resposta das proteínas avaliadas, no intuito de correlacionar o limiar de proteínas com a contagem de células somáticas e o perfil bacteriológico presente. Posteriormente, serão avaliadas por meio de estudo eletrocardiográfico Holter de 24 horas e serão determinados a atividade elétrica miocárdica e a variabilidade da frequência cardíaca para caracterizar a influência do sistema nervoso autônomo e sua relação com o perfil inflamatório. Uma equipe alinhada em suas competências, com perfil comprovado em estudos anteriores, por suas publicações e registro de propriedade intelectual, integrará o estudo e consequentemente haverá formação de recursos humanos, divulgação científica e apropriação social do conhecimento. O impacto socioeconômico e ambiental da pecuária leiteira exige uma visão global e sustentável. São perspectivas que precedem inovações com propriedade intelectual, e que poderão aumentar a competitividade científica internacional e as oportunidades ao cenário nacional.",Guarda-chuva: Projeto Aprovado em Edital Externo,Sanidade Animal - Sanimal,,2022-01-20
0067e9d9-4c48-4c93-9cf6-1d51dc28ab5d,PES-2020-0189,Soja no Oeste Catarinense : aspectos de uma história ambiental,CLAITON MARCIO DA SILVA,Chapecó,CIÊNCIAS HUMANAS,História Ambiental; História da Soja; Oeste Catarinense,"Este trabalho tem por objetivo analisar os impactos da sojicultora na região Oeste de Santa Catarina entre 1970 e 2017. Durante este período, a soja se tornou uma alternativa lucrativa ao trigo destinada à pequenos agricultores e cooperativas. Mais especificamente, este projeto busca analisar as modificações provocadas por uma nova forma de uso da terra, uma vez que a produção da soja envolve o crescente uso de tecnologia. Metodologicamente, este trabalho busca analisar informações provenientes de periódicos como jornais e boletins técnicos, assim como estatísticas e iconografia relacionada ao avanço da sojicultora na região. À esta proposta metodológica, utilizaremos também o referencial metodológico da história ambiental. Para isto, serão analisadas ambas publicações que serão complementadas com pesquisa de arquivo (CEOM/Unochapecó) e de boletins técnicos relativos ao plantio da soja no Brasil.",Subprojeto,Fronteiras: Laboratório de História Ambiental da UFFS,PES-2019-0380,2022-01-20
fab8863d-be06-4563-a847-fbd81b543f05,PES-2019-0662, Descobrindo a diversidade de Macrofungos do Filo Basidiomycota na Região Cantuquiriguaçu/PR.,JOSIMEIRE APARECIDA LEANDRINI,Laranjeiras do Sul,CIÊNCIAS BIOLÓGICAS,Basidiomycota; Biodiversidade; Fungi; Macrofungos,"Os fungos são considerados de fundamental importância para os ecossistemas terrestre e
em menor proporção nos sistemas aquáticos, devido a suas capacidade decomposição,
principalmente a lignina, especialmente no caso dos Basidiomycota, atuando como
decompositores por excelência. Ainda apresentam capacidade de uso desses microrganismos para o beneficiamento humano, tanto na produção de medicamentos como alimentar. Os objetivos deste projeto são coletar, identificar e indicar espécies na região que tenham que tenham possibilidade de uso tanto medicinais quanto na gastronomia. Assim, temos a ambição de reunir em uma coleção as espécies nativas de macrofungos do Filo Basidiomycota provenientes de dois locais de coleta, Área de preservação permanente do Assentamento 8 de Junho e Área de Segurança da Tractebel, ambos no Território da Cantuquiriguaçu, onde serão efetuadas coletas periódicas, de dois em dois meses, priorizando períodos após as chuvas. O material coletado será levado para a sala de preparação do Herbário da Universidade Federal da Fronteira Sul, campus Laranjeiras do Sul e depois de observados os primeiros parâmetros a campo, para ser devidamente identificado com auxílio de microscópio binocular e para secagem do material. Após, o material será devidamente etiquetado será armazenado em recipiente próprio para o devido registro no Herbário desta instituição. Espera-se encontrar um número maior ao encontrado até o momento, que foram de 16 táxons e que os dados levantados contribuam para a descrição da biodiversidade regional.",Subprojeto,Agroecologia,PES-2019-0541,2022-01-20
d9d225bf-1c08-46c0-a51c-e4eaf7b535f7,PES-2019-0673,"PRESCRIÇÃO COMBINADA DE MORFINA E LAXANTE EM PACIENTES ONCOLÓGICOS ADULTOS COM DIAGNÓSTICO DE  CÂNCER DE MAMA, PRÓSTATA OU PULMÃO",DANIELA ZANINI,Chapecó,CIÊNCIAS DA SAÚDE,Constipação intestinal; Dor; Morfina; Neoplasia,"Dos 18,1 milhões de novos casos de câncer no mundo, que houveram no ano de 2018, 30% equivalem aos tumores de mama, próstata e pulmão, que são os três mais incidentes. O paciente com doença neoplásica possui, na maior parte das vezes, uma dor classificada como dor oncológica, que pode ser de origem nociceptiva, neuropática ou mista e pode ter diversas causas, podendo ser ocasionada diretamente pelo tumor, indiretamente a ele ou pelo tratamento. Dessa forma, é apropriado a prescrição de analgésicos opioides fortes para o tratamento da dor nesses pacientes, sendo a morfina o fármaco mais indicado. Contudo, um efeito colateral muito presente nos pacientes que fazem uso contínuo de morfina é a constipação intestinal. Esse evento adverso é causado pela ação periférica da morfina em receptores do trato gastrointestinal, que acarreta diminuição da qualidade de vida e pode evoluir para hemorroida, dor retal, obstrução, quadro de abdome agudo e até levar ao óbito. Portanto, o tratamento da constipação intestinal induzida por opioide é indicado em quase todos os pacientes oncológicos, e ele pode ser realizado através do tratamento não medicamentoso, como, por exemplo, dieta e atividade física, e tratamento medicamentoso com a prescrição dos laxantes. Nesse contexto, o objetivo do presente estudo é fazer uma avaliação das prescrições dos pacientes diagnosticados com câncer de mama, próstata e pulmão e verificar se há prescrição conjunta de morfina e fármaco laxante, visto que há vasta indicação literária e clínica para a prescrição conjunta desses fármacos. O estudo é caracterizado como epidemiológico transversal, visto que, nos prontuários médicos, será avaliada a prescrição mais recente de cada um dos indivíduos participantes da pesquisa. Essa investigação será realizada em um hospital de alta complexidade no município de Chapecó-SC. Serão incorporados no estudo pacientes com diagnóstico de câncer de mama, próstata e pulmão, acima de dezoito anos e que fazem uso de morfina, sendo excluídos pacientes que apresentem comorbidades ou metástases no trato gastrointestinal. Desse modo, através da avaliação das prescrições médicas pretende-se identificar que a indicação de prescrição conjunta de morfina e fármaco laxante está sendo realizada, a fim de que esses pacientes tenham uma melhor qualidade de vida, haja vista a condição clínica delicada em que vivem.",Guarda-chuva: Projeto Interno,Grupo de Pesquisa em Oncologia,,2022-01-20
3468412c-37f2-4f81-9b78-f24ad9b4b9ce,PES-2019-0284,Escravidão e pós-abolição no Brasil Meridional,RENILDA VICENZI,Chapecó,CIÊNCIAS HUMANAS,Escravidão; Pós-abolição; Raça; Trabalho,"Nas últimas décadas vem crescendo a produção de pesquisas acadêmicas acerca da temática escravidão e pós-abolição, assim, este projeto busca congregar pesquisas,  que dialoguem acerca de raça, identidade, indivíduos escravizados, libertos e livres de cor, em suas expressões e representações individuais e/ou coletivas das experiências vividas em seu tempo e espaço. Conhecer trajetórias, cujo corpus está presente em fontes, como as cartoriais, judiciais, eclesiásticas, jornalísticas, quer, em espaços públicos ou privados. Busca-se ampliar o diálogo com os seguintes temas: relações entre escravizados, libertos e livres; homens e mulheres de cor; memórias da escravidão e da liberdade; religiosidade e sociabilidade; trajetórias de libertos e livres; famílias negras e brancas; trabalho escravo e trabalho livre; comunidades quilombolas; associativismo negro, entre outros temas afins.",Guarda-chuva: Projeto Interno,"Cultura, Política e Diversidade",,2022-01-20
aa0a676b-8046-4de0-854f-f01b279144e9,PES-2021-0299,Educação do Campo Corede Norte RS: do diagnóstico e das ações da UFFS/campus Erechim vinculadas à formação dos povos do campo ,LIDIANE LIMANA PUIATI PAGLIARIN,Erechim,CIÊNCIAS HUMANAS,Corede Norte; Educação do Campo; Escola do Campo; Observatório,"A proposição deste subprojeto vincula-se ao Observatório de Educação do Campo do Estado do Rio Grande do Sul - RS (ObservaEduCampo/RS) e ao projeto guarda-chuva Educação do Campo Corede Norte RS: diagnóstico, políticas públicas e formação de professores. Esta pesquisa circunscreve-se no recorte que compreende o Conselho Regional de Desenvolvimento (Corede) Norte RS. O objetivo principal consiste em “Conhecer, analisar e produzir conhecimentos acerca da realidade da Educação do/no Campo nos municípios da região que compreende o Corede Norte do estado do Rio Grande do Sul – RS em diálogo com os Coredes que fazem parte do Observatório da Educação do Campo – RS em rede com os observatórios regionais”. Nessa perspectiva, a pesquisa busca possibilidades de diálogo com as inquietações que assolam a Educação do/no Campo e a vida do povo camponês. A produção de conhecimentos acerca da Educação do/no Campo no RS é premente, haja vista a supressão e corte de políticas públicas relativas às condições do campo, à agricultura familiar, ao direito à terra, à segurança alimentar, entre outros. A educação do campo desde sua criação volta-se ao pensar, lutar e construir uma nova perspectiva de vida, partindo do estabelecimento de relações mais solidárias e justas, entre os seres humanos e destes com a natureza. A investigação se desenvolverá de 08/2021 até 07/2022, organizada em duas etapas, que incluem: a) a obtenção dos dados sobre a realidade da Educação do/no Campo no Corede Norte RS, bem como a sua análise; b) mapeamento dos projetos vinculados à Educação do/no Campo realizados na UFFS/campus Erechim a partir de 2010, acompanhado da análise crítico-reflexiva. O conhecimento produzido acerca dessa temática favorecerá a formulação de ações educativas e políticas para a Educação do/no Campo, envolvendo os poderes públicos (municipal e estadual), bem como os atores sociais das escolas do/no campo.",Subprojeto,Educação e desenvolvimento social do campo ,PES-2020-0488,2022-01-20
132e7b77-3132-4dc8-8252-2ed57bb4f37f,PES-2020-0245,Fatores preditivos para desfechos negativos da gestação e do nascimento: coorte de gestantes usuárias da rede pública de saúde no oeste catarinense,JOANNA D ARC LYRA BATISTA,Chapecó,CIÊNCIAS DA SAÚDE,Coorte; Exposição ambiental; Fatores de Risco; Gestantes; Indicadores de morbimortalidade,"Esse projeto visa estudar os fatores preditivos para aborto, perda fetal, mortalidade neonatal, baixo peso ao nascer e malformação congênita e compreender as expectativas e experiências em relação à gravidez, aborto, perda fetal, parto e puerpério em gestantes que realizam o pré-natal na atenção básica e especializada do município de Chapecó-SC. Os fatores de exposição classicamente estudados (fatores socioeconômicos e nutricionais) serão acrescidos de fatores ambientais, exposição laboral, saúde bucal e saúde mental, que podem ter uma associação importante com o desfecho da gravidez. Os resultados a serem obtidos permitirão preencher lacunas do conhecimento, subsidiar a organização dos serviços de saúde, ações de prevenção e promoção em saúde, qualificar protocolos clínicos para o atendimento pré-natal e formar recursos humanos para a pesquisa, bem como para os serviços de saúde.",Guarda-chuva: Projeto Interno,Grupo de Pesquisa Geografia e Saúde,,2022-01-20
2479b605-e6a1-4eb5-803e-8ade6b88fb7c,PES-2021-0354,O jogo computacional como ferramenta de ensino e aprendizagem para crianças disléxicas. ,JEIZE DE FATIMA BATISTA,Cerro Largo,"LINGUÍSTICA, LETRAS E ARTES",Aplicação do software; Dislexia; Ensino e aprendizagem; Leitura,"Este trabalho consiste em aplicar e analisar  o uso de um software programado para auxiliar crianças com dislexia. O programa foi desenvolvido pela coordenadora do projeto e será aplicado em alunos da rede municipal de Cerro Largo, diagnosticados com dislexia. As atividades propostas servem como estímulos para aumentar a consciência fonêmica, a partir de jogos de identificação e reconhecimento de letras, palavras, frases, rimas e sons, analisando suas ações (processos e desenvolvimento das habilidades de leitura) por meio da comparação dos desempenhos obtidos em testes de leitura realizados antes e após a utilização do programa. O objetivo principal deste projeto é verificar a eficácia do programa enquanto tratamento remediativo em crianças com dislexia.",Subprojeto,"GRUPO DE ESTUDOS E PESQUISA SOBRE TEXTOS, ENSINO E CIDADANIA - GEPETEC",PES-2019-0208,2022-01-20
f87c2ac4-fc13-4e41-b9f4-31173d87307e,PES-2018-0063,Narrativas de formação em Ciências: processos de investigação-ação de professores em formação inicial,ROQUE ISMAEL DA COSTA GULLICH,Cerro Largo,CIÊNCIAS HUMANAS,Ensino de Ciências; Narrativas; Pesquisa-ação; Relfexão crítica,"A formação de professores em Ciências no Brasil tem assumido uma perspectiva diferenciada da razão técnica instrumental que a determinou no século XX, passamos a compreendê-la como um processo assumido a partir de uma racionalidade prática que implica pensar o modelo formativo a partir da investigação-ação. Desse modo, os modelos e processos de formação de professores passaram a ser pesquisados/investigados sob referenciais da abordagem histórico-cultural e da investigação-ação como forma de compreendê-los, especialmente buscando os por quês, como e de que modo se articulam os elementos constituintes do sujeito professor. A partir de um processo de  investigação-formação-ação transcorridos nos anos entre 2014 e 2015, temos o intuito de investigar o processo formativo/constitutivo de docentes, em relação aos processos de inviestigação-formação-ação em ciências, especialmente através da análise das narrativas de diários de bordo de professores em formação inicial de Ciências, participantes do projeto do projeto de Extensão: Ciclos Formativos no Ensino de Ciências e Biologia. Serão investigados processos formativos que transcorreram na Universidade Federal da Fronteira Sul – UFFS, através da análise de diários de bordo de professores em formação inical e continuada, que na época eram em torno de 70 sujeitos professores que aceitaram livremente participar da pesquisa, de um projeto que é desenvolvido em contexto formativo compartilhado e colaborativo , do qual nos interessa investigar particularmente licenciandos dos Cursos da área de Ciências. Desejamos compreender através da análise narrativa como se dão os processos de constituição docente pela via da investigação-ação e seus desdobramentos, pois acreditamos que o modelo de investigação-ação, facilita a formação de professores pela investigação sobre a ação, bem como nos permite perceber de que modo os processos formativos interferem na constituição dos professores em formação inical. No grupo, os professores compartilham concepções, vivências e acreditamos que possam torná-las experiências, refletidas e mediadas teoricamente no coletivo e no diário de bordo como experiência individual, sendo que desse modo transforma-se em formação/constituição no sentido da provável melhoria das práticas, especialmente expressa pela via narrativa.",Guarda-chuva: Projeto Interno,Grupo de Estudos e Pesquisa em Ensino de Ciências e Matemática - GEPECIEM,,2022-01-20
84059f95-9a24-418b-bb05-87c5dd46cefe,PES-2018-0118,"Biologia da polinização, da reprodução e floração de plantas nativas e de interesse econômico",MARDIORE TANARA PINHEIRO DOS SANTOS,Cerro Largo,CIÊNCIAS BIOLÓGICAS,biologia floral; deficit de polinização; fenologia; modos de reprodução; sucesso reprodutivo,"Devido à importância dos serviços de polinização para reprodução das plantas e para produção de alimentos e as evidências do declínio das populações de polinizadores, é fundamental realizar pesquisas com enfoque no serviço de polinização de espécies nativas e cultivadas. Ademais, considerando-se a exuberante diversidade de angiospermas presente no território nacional, os requerimentos de polinização da maioria das espécies de plantas nativas ainda permanecem desconhecidos e pouco se conhece, também, sobre seus polinizadores. Considerando-se o exposto, o objetivo geral desta proposta é difundir informações sobre a importância do serviço de polinização para a reprodução de plantas e para a produtividade agrícola, visando orientar ações que favoreçam a conservação da biodiversidade de ambientes naturais e a sustentabilidade. Os objetivos específicos são os seguintes: caracterizar a biologia floral, o modo de polinização e de  reprodução de espécies nativas e de interesse econômico; determinar os padrões de floração das espécies; identificar os visitantes florais; determinar os polinizadores e testar a sua eficiência de polinização; verificar o deficit de polinização e estimar os requerimentos de polinização das espécies; identificar espécies-chaves de plantas como fornecedores de recursos alimentares para polinizadores. O cumprimento desta proposta de pesquisa engloba a execução de subprojetos de pesquisa, que serão realizados durante cinco anos, no período de março de 2018 até fevereirode 2023. A área de estudo será a região das Missões, noroeste do Rio Grande do Sul. Os métodos aplicados na pesquisa serão os usuais na área da biologia da polinização. A presente proposta, além de possuir relevância científica, possui relevância acadêmica, pois abrangerá a formação de recursos humanos capazes de executar métodos de pesquisa para a produção de conhecimento científico. Além disso, a proposta possui valor ambiental, já que produzirá dados que poderão ser empregados em ações voltadas para conservação de polinizadores e do serviço ecossistêmico da polinização, visando garantir e melhorar o sucesso reprodutivo de plantas nativas e cultivadas.",Guarda-chuva: Projeto Interno,Biociencias,,2022-01-20
c8062850-d7d7-415f-9028-2e5561ecce40,PES-2020-0056,HERBIVORIA DE Spodoptera frugiperda Smith (LEPIDOPTERA: NOCTUIDAE) EM PLANTAS DE MILHO TRATADAS COM PREPARADOS ISOTERÁPICOS,TARITA CIRA DEBONI,Erechim,CIÊNCIAS AGRÁRIAS,Agroecologia; Fitofagia; Homeopatia; Insetos,"A homeopatia é uma ciência que apresenta efeitos em plantas sadias e doentes, com respostas sobre o crescimento e metabolismo vegetal, bem como em plantas atacadas por insetos. Ainda são incipientes as informações científicas sobre os preparados homeopáticos e isoterápicos que apresentam resultados no sistema de defesa à herbivoria por insetos. Desta forma, o objetivo deste projeto é avaliar se os preparados isoterápicos afetam a interação entre a herbivoria da lagarta Spodoptera frugiperda e as plantas de milho. Será conduzida uma pesquisa explicativa, na estufa e no laboratório, a fim de avaliar as principais respostas bioquímicas do milho, submetido a herbivoria por S. frugiperda, e na bioecologia das lagartas, alimentadas com as folhas de milho tratado. Os tratamentos serão os preparados isoterápicos triturados de S. frugiperda nas dinamizações 6CH, 12CH, 18CH, 6DH, 12DH, 18DH. Serão conduzidos dois experimentos; no primeiro serão avaliados parâmetros das plantas de milho, como a quantidade de proteínas e enzimas, como a peroxidase e a fenilalanina amônia-liase. No segundo experimento serão avaliadas as características bioecológicas de S. frugiperda, como teor de proteína no corpo e nas fezes, índices nutricionais, antibiose e antixenose. Os dados serão submetidos à análise de variância, e as médias serão comparadas pelo teste de Tukey, ao nível de 5% de probabilidade. Desta forma, se a homeopatia for capaz de atuar no sistema de defesa da planta, então haverá maior produção dos compostos de defesa a herbivoria quando preparados isoterápicos forem aplicados, bem como haverá respostas na bioecologia das lagartas. Estes resultados irão auxiliar agricultores familiares que desejam realizar a transição agroecológica de suas produções ou mesmo fazer o manejo em sistemas agroecológicos. ",Guarda-chuva: Projeto Interno,Agricultura Familiar e Transição Agroecológica - AFTA,,2022-01-20
a2436385-c2ea-48b5-a859-870fca3920ac,PES-2020-0499,Políticas Linguísticas Trans de discentes do Ensino Médio em Chapecó,UBIARA GARCIA VIEIRA,Chapecó,"LINGUÍSTICA, LETRAS E ARTES",direitos LGBT; iniciação à prática científica; performatividade de gênero; pesquisa aplicada indisciplinar; política linguística transgênera,"Contribuir  com a valorização das identidades transgênero de jovens discentes do ensino  médio na cidade de Chapecó, dando a conhecer suas estratégias de marcação de gênero no uso da linguagem cotidiana e promovendo sua iniciação à prática científica. Quais são as estratégias para implementar a mudança de seus nomes próprios (nome social, prenome civil, apelido) e do gênero das palavras usadas em referência a si (pronomes, artigos e sufixos)? O uso de palavras e expressões de bajubá, pajubá, ou bichês, faz parte dessas estratégias? Ou, então, uso de palavras de gênero não-binário, conhecidas como neolinguagem, ou linguagem neutra de gêneros? Como se posicionam em relação uso dos sufixos “o/os” para se referir genericamente a um grupo de pessoas? Estas são as perguntas que orientam a pesquisa. Do ponto de vista acadêmico a pesquisa visa contribuir com a formação em pesquisa aplicada indisciplinar sobre performance e performatividade de gênero. Os resultados esperados são: contribuir com a constituição de uma comunidade de prática de políticas linguísticas trans na cidade de Chapecó; publicar um artigo acadêmico; realizar duas apresentações em eventos acadêmicos; submeter um novo projeto de iniciação científica e um projeto de ação de Extensão em Cultura.",Subprojeto,"Lingua(gem), discurso e subjetividade",PES-2020-0054,2022-01-20
ab8f00eb-464d-4634-b5a1-d49a9b464ce1,PES-2020-0163,Seletividade e eficácia de imazethapyr associado a herbicidas pré-emergentes para o controle de plantas daninhas em feijão do tipo preto,LEANDRO GALON,Erechim,CIÊNCIAS AGRÁRIAS,Manejo de Plantas Daninhas; Modo de Aplicação; Phaseolus vulgaris,"O feijão é um dos principais grãos cultivados no Brasil, com importância econômica, social e cultural. Dentre os fatores que tem ocasionado perdas de produtividades e da qualidade de grãos de feijão destaca-se a interferência das plantas daninhas. As perdas de produtividade de grãos, por competição com as plantas daninhas, podem chegar a níveis superiores a 80% caso nem um método de controle for adotado. Buscando o manejo sustentável das plantas daninhas, objetiva-se com o presente projeto avaliar a eficácia, a seletividade e o efeito de herbicidas na morfofisiologia do feijão do tipo preto aplicados em pré e pós-emergência da cultura. O delineamento experimental utilizado será de blocos casualizados, com quatro repetições. Serão instalados dois experimentos, um com objetivo de testar o efeito dos herbicidas sobre o crescimento e o desenvolvimento do feijoeiro e outro para avaliar o controle das plantas daninhas, sendo os mesmos repetidos por dois anos para se ter resultados mais precisos e confiáveis dos tratamentos testados. Serão testados 16 tratamentos; testemunha infestada, testemunha capinada, imazethapyr (0,3; 0,60; 0,90 e 1,20 L ha-1), imazethapyr + sulfentrazone (0,30 + 0,6 L ha-1), imazethapyr + sulfentrazone (0,6 + 0,6 L ha-1), imazethapyr + sulfentrazone (0,9 + 0,6 L ha-1), imazethapyr + sulfentrazone (1,2 + 0,6 L ha-1), imazethapyr + clomazone (0,30 + 0,8 L ha-1), imazethapyr + clomazone (0,6 + 0,8 L ha-1), imazethapyr + clomazone (0,9 + 0,8 L ha-1), imazethapyr + sulfentrazone (1,2 + 0,8 L ha-1), sulfentrazone (0,6 L ha-1) e clomazone (0,8 L ha-1). Aos 7, 14, 21 e 28 dias após a aplicação dos tratamentos (DAT) serão avaliadas a fitotoxicidade a cultura e o controle de plantas daninhas. Aos 50 DAT será aferida a altura de plantas, o diâmetro de caule, índice de clorofila, a eficiência no uso da água, eficiência de carboxilação, condutância estomática, atividade fotossintética, taxa de transpiração, concentração interna de CO2 e fluorescência da clorofila. Por ocasião da colheita, será avaliado os componentes de rendimento de grãos (número de vagens por planta, número de grãos por vagem, peso de mil sementes) e produtividade. Os dados obtidos para as variáveis avaliadas serão submetidos à análise de variância pelo teste F e, quando significativos, os efeitos dos herbicidas serão comparados pelo teste de Tukey. Todos os testes serão efetuados a p≤0,05. Espera-se com os resultados obtidos se ter informações com relação a eficácia e a seletividade de herbicidas aplicados na cultura do feijoeiro mantendo a lucratividade da lavoura, a qualidade do produto em pós-colheita e a sustentabilidade ambiental.",Subprojeto,Manejo Sustentável dos Sistemas Agrícolas - MASSA,PES-2020-0042,2022-01-20
1f268dc7-dbb2-4298-a1fe-13de973ef333,PES-2018-0202,Efeitos de produtos naturais sobre dermatopatias em animais de companhia,DALILA MOTER BENVEGNU,Realeza,CIÊNCIAS AGRÁRIAS,Cão; Dermatologia; Fitoterapia; Microbiologia; Nanotecnologia,"A dermatologia é uma área da clínica médica de animais de companhia muito procurada pelos tutores, a qual apresenta tratamento prolongado e dispendioso, o que pode levar à resistência microbiana. Diante disso, muitas plantas popularmente conhecidas possuem efeito sobre bactérias, ácaros e fungos, além de possuírem efeito antioxidante, anti-inflamatório e cicatrizante sendo, portanto, substâncias com grande potencial para tratamento de dermatopatias. Além disso, no intuito de reduzir o tratamento prolongado, surge a nanotecnologia. Esta ciência vem mostrando grande potencial principalmente na área da saúde, visto que confere diversos efeitos benéficos já comprovados a muitos ativos, destacando-se a diminuição de efeitos colaterais e ação duradoura, possibilitando a administração em menor frequência, facilitando o tratamento. Assim, o presente trabalho tem como objetivo avaliar os efeitos de extratos e óleos de plantas na forma livre e nanoestruturada sobre afecções de pele em cães e gatos. Primeiramente serão extraídos óleos e extratos de diversas plantas a serem utilizadas. Na sequência, os óleos e extratos que apresentarem viabilidade de extração serão utilizados em testes in vitro. Para tal, após aprovação pelo Comitê de Ética em Uso Animal, pacientes atendidos na Superintendência Unidade Hospitalar Veterinária Universitária (SUHVU-UFFS) com queixa dermatológica serão selecionados para participar da pesquisa. Aqueles animais que forem escolhidos passarão por anamnese e exame físico dermatológico, em seguida serão realizados exames complementares como teste com Lâmpada de Wood, citologia de pele, teste da fita de acetato, raspado de pele, biópsia de pele e otoscopia digital, variando conforme cada caso. Será coletado material biológico para cultivo e isolamento, podendo ser swab de orelha, de lesões, crostas, etc. Em seguida, serão feitos os testes de concentração inibitória mínima (CIM) e concentração bactericida mínima (CBM) de cada um dos óleos e extratos sobre os microrganismos ali presentes, sendo que as plantas que se mostrarem eficazes serão também formuladas de forma nanoestruturada. Após o teste in vitro, será realizado o teste in vivo que consiste em tratar pacientes atendidos com queixa dermatológica na SUHVU-UFFS com as plantas selecionadas. O tratamento será realizado uma a duas vezes ao dia, durante 15 a 30 dias, sendo que a aplicação desse será apenas por via tópica. Cada um dos pacientes retornará semanalmente para reavaliação, até que seja considerado curado. Espera-se que esses medicamentos possam ser uma alternativa barata e eficaz para uso corriqueiro no tratamento de afecções cutâneas de animais de companhia.
",Guarda-chuva: Projeto Interno,Sanidade Animal - Sanimal,,2022-01-20
9631963d-7bde-4a31-b923-c0790344c624,PES-2021-0513,Efeitos metafóricos em diferentes espaços de apresentação de textos,VALDIR PRIGOL,Chapecó,"LINGUÍSTICA, LETRAS E ARTES",Aprendizagem; Apresentação de textos; Discurso; Efeitos metafóricos; Práticas de leitura,"A finalidade deste projeto é compreender diferentes práticas de apresentação de textos, para melhorá-las em espaços de aprendizagem. Isso leva a cada um dos pesquisadores colaboradores a tomar um corpus como objeto de reflexão para, conjuntamente, de modo articulado, interpretar como metáforas sobre leitura circulam em diferentes práticas de leitura em espaços formais e não formais de aprendizagem. De modo especial, este projeto se justifica por trazer uma proposta de reflexão sobre os efeitos metafóricos em distintos espaços, seja analisando metáforas nos textos literários clássicos da Literatura Brasileira e/ou explorando obras clássicas das literaturas em Língua Portuguesa, seja interpretando efeitos metafóricos que possam sustentar sentidos sobre leitura em documentos que regem o ensino, tal como a Base Nacional Comum de Formação de Professores (BNCFP), ou  compreendendo efeitos de sentido a partir do espaço do museu. Este projeto também poderá trazer uma importante contribuição para os estudos sobre o papel das metáforas de leitura, que neste projeto realçará a escrita dos participantes do Clube de Leitura Travessia e, também, ao buscar promover a produção e o compartilhamento de conhecimento situado sobre linguagem, gênero, sexualidade e juventude a partir da leitura de vivências trans.",Subprojeto,"Lingua(gem), discurso e subjetividade",PES-2021-0096,2022-01-20
